MOVIES,SENTENCE,tag,word
,,WP,who
,,VBD,refused
,,TO,to
,,VB,believe
,,DT,the
,,NN,truth
,,IN,about
,,PRP,him
,,IN,for
,,NNS,years
Henry Danger,SENTENCE  #488,VBG,looking
,,IN,for
,,DT,a
,,NN,part
,,NN,time
,,NN,job
,,CD,13
,,NN,year
,,JJ,old
,,NN,henry
,,NN,hart
,,VBZ,finds
,,PRP,himself
,,VBG,helping
,,JJ,super
,,NN,hero
,,NN,captain
,,NN,man
,,IN,as
,,PRP$,his
,,NN,sidekick
,,VBG,keeping
,,DT,the
,,NN,secret
,,IN,from
,,PRP$,his
,,NN,family
,,CC,and
,,NNS,friends
Under the Dome,SENTENCE  #489,DT,an
,,JJ,invisible
,,CC,and
,,JJ,mysterious
,,NN,force
,,NN,field
,,VBZ,descends
,,IN,upon
,,DT,a
,,JJ,small
,,JJ,actual
,,NN,town
,,IN,of
,,NN,chester
,,NN,s
,,NN,mill
,,VB,maine
,,JJ,usa
,,VBG,trapping
,,NNS,residents
,,IN,inside
,,VBN,cut
,,RP,off
,,IN,from
,,DT,the
,,NN,rest
,,IN,of
,,NN,civilization
,,DT,the
,,JJ,trapped
,,NN,townspeople
,,MD,must
,,VB,discover
,,DT,the
,,NNS,secrets
,,CC,and
,,NN,purpose
,,IN,of
,,DT,the
,,NN,dome
,,CC,or
,,RB,sphere
,,CC,and
,,PRP$,its
,,NNS,origins
,,IN,while
,,VBG,coming
,,TO,to
,,VB,learn
,,JJR,more
,,IN,than
,,PRP,they
,,RB,ever
,,VBD,knew
,,IN,about
,,DT,each
,,JJ,other
,,CC,and
,,NNS,animals
,,RB,too
The Founder,SENTENCE  #490,DT,the
,,NN,story
,,IN,of
,,NN,ray
,,FW,kroc
,,DT,a
,,NN,salesman
,,WP,who
,,VBD,turned
,,CD,two
,,NNS,brothers
,,JJ,innovative
,,RB,fast
,,NN,food
,,NN,eatery
,,NN,mcdonald
,,VBZ,s
,,IN,into
,,DT,the
,,JJS,biggest
,,NN,restaurant
,,NN,business
,,IN,in
,,DT,the
,,NN,world
,,IN,with
,,DT,a
,,NN,combination
,,IN,of
,,NN,ambition
,,NN,persistence
,,CC,and
,,NN,ruthlessness
Mononoke-hime,SENTENCE  #491,IN,on
,,DT,a
,,NN,journey
,,TO,to
,,VB,find
,,DT,the
,,NN,cure
,,IN,for
,,DT,a
,,NN,tatarigami
,,NN,s
,,NN,curse
,,NN,ashitaka
,,VBZ,finds
,,PRP,himself
,,IN,in
,,DT,the
,,NN,middle
,,IN,of
,,DT,a
,,NN,war
,,IN,between
,,DT,the
,,JJS,forest
,,NNS,gods
,,CC,and
,,VB,tatara
,,DT,a
,,NN,mining
,,NN,colony
,,IN,in
,,DT,this
,,NN,quest
,,PRP,he
,,RB,also
,,VBZ,meets
,,VBZ,san
,,DT,the
,,NN,mononoke
,,NN,hime
Space Force,SENTENCE  #492,DT,the
,,NNS,people
,,VBD,tasked
,,IN,with
,,VBG,creating
,,DT,a
,,JJ,sixth
,,NN,branch
,,IN,of
,,DT,the
,,VBN,armed
,,NNS,services
,,DT,the
,,NN,space
,,NN,force
Timeless,SENTENCE  #493,DT,an
,,JJ,unlikely
,,NN,trio
,,NN,travel
,,IN,through
,,NN,time
,,IN,in
,,NN,order
,,TO,to
,,NN,battle
,,JJ,unknown
,,NNS,criminals
,,CC,and
,,JJ,protect
,,NN,history
,,IN,as
,,PRP,we
,,VBP,know
,,PRP,it
Seutateueob,SENTENCE  #494,JJ,young
,,NNS,entrepreneurs
,,VBG,aspiring
,,TO,to
,,VB,launch
,,JJ,virtual
,,NNS,dreams
,,IN,into
,,NN,reality
,,NN,compete
,,IN,for
,,NN,success
,,CC,and
,,VB,love
,,IN,in
,,DT,the
,,NN,cutthroat
,,NN,world
,,IN,of
,,NN,korea
,,NN,s
,,JJ,high
,,NN,tech
,,NN,industry
La catedral del mar,SENTENCE  #495,VBN,based
,,IN,upon
,,JJ,ildefonso
,,NNS,falcones
,,NN,novel
Beckett,SENTENCE  #496,VBG,following
,,DT,a
,,JJ,tragic
,,NN,car
,,NN,accident
,,IN,in
,,NN,greece
,,NN,beckett
,,DT,an
,,JJ,american
,,NN,tourist
,,VBZ,finds
,,PRP,himself
,,IN,at
,,DT,the
,,NN,center
,,IN,of
,,DT,a
,,JJ,dangerous
,,JJ,political
,,NN,conspiracy
,,CC,and
,,IN,on
,,DT,the
,,NN,run
,,IN,for
,,PRP$,his
,,NN,life
Triple Frontier,SENTENCE  #497,NNS,loyalties
,,VBP,are
,,VBN,tested
,,WRB,when
,,CD,five
,,NNS,friends
,,CC,and
,,JJ,former
,,JJ,special
,,NNS,forces
,,VBZ,operatives
,,JJ,reunite
,,TO,to
,,VB,take
,,RP,down
,,DT,a
,,JJ,south
,,JJ,american
,,NN,drug
,,NN,lord
,,VBG,unleashing
,,DT,a
,,NN,chain
,,IN,of
,,JJ,unintended
,,NNS,consequences
Fondeados,SENTENCE  #498,CD,two
,,JJ,directionless
,,JJ,millennial
,,NN,bros
,,VBP,get
,,JJ,high
,,CC,and
,,VB,pitch
,,DT,a
,,JJ,bold
,,JJ,new
,,JJ,social
,,NN,justice
,,NN,app
,,WDT,that
,,VBZ,raises
,,NNS,millions
,,RB,now
,,PRP,they
,,VBP,have
,,TO,to
,,VB,come
,,RP,up
,,IN,with
,,DT,the
,,NN,app
Sweet Home,SENTENCE  #499,VB,hyun
,,DT,a
,,NN,loner
,,JJ,high
,,NN,school
,,NN,student
,,WP,who
,,VBD,lost
,,PRP$,his
,,JJ,entire
,,NN,family
,,IN,in
,,DT,a
,,JJ,terrible
,,NN,accident
,,VBZ,is
,,VBN,forced
,,TO,to
,,VB,leave
,,PRP$,his
,,NN,home
,,CC,and
,,VBZ,has
,,TO,to
,,VB,face
,,DT,a
,,JJ,new
,,NN,reality
,,WRB,where
,,NNS,monsters
,,VBP,are
,,VBG,trying
,,TO,to
,,VB,wipe
,,RP,out
,,DT,all
,,IN,of
,,NN,humanity
,,RB,now
,,PRP,he
,,MD,must
,,VB,fight
,,IN,against
,,DT,all
,,NNS,odds
,,TO,to
,,VB,try
,,CC,and
,,NN,race
,,IN,against
,,DT,the
,,NN,clock
,,TO,to
,,VB,save
,,WP,what
,,VBZ,is
,,VBN,left
,,IN,of
,,DT,the
,,JJ,human
,,NN,race
,,IN,before
,,PRP,it
,,VBD,s
,,RB,too
,,JJ,late
101 Dalmatians,SENTENCE  #500,DT,an
,,JJ,evil
,,JJ,high
,,NN,fashion
,,NN,designer
,,NNS,plots
,,TO,to
,,VB,steal
,,JJ,dalmatian
,,NNS,puppies
,,IN,in
,,NN,order
,,TO,to
,,VB,make
,,DT,an
,,JJ,extravagant
,,NN,fur
,,NN,coat
,,CC,but
,,RB,instead
,,VBZ,creates
,,DT,an
,,JJ,extravagant
,,NN,mess
Warrior Nun,SENTENCE  #501,IN,after
,,VBG,waking
,,RP,up
,,IN,in
,,DT,a
,,NN,morgue
,,DT,an
,,VBN,orphaned
,,NN,teen
,,NNS,discovers
,,PRP,she
,,RB,now
,,VBZ,possesses
,,NNS,superpowers
,,IN,as
,,DT,the
,,NN,chosen
,,NN,halo
,,NN,bearer
,,IN,for
,,DT,a
,,JJ,secret
,,NN,sect
,,IN,of
,,NN,demon
,,NN,hunting
,,NNS,nuns
The Irregulars,SENTENCE  #502,VBN,set
,,IN,in
,,JJ,victorian
,,NN,london
,,DT,the
,,NN,series
,,VBZ,follows
,,DT,a
,,NN,gang
,,IN,of
,,JJ,troubled
,,NN,street
,,NNS,teens
,,WP,who
,,VBP,are
,,VBN,manipulated
,,IN,into
,,VBG,solving
,,NNS,crimes
,,IN,for
,,DT,the
,,NN,sinister
,,NN,doctor
,,NN,watson
,,CC,and
,,PRP$,his
,,JJ,mysterious
,,NN,business
,,NN,partner
,,DT,the
,,JJ,elusive
,,NN,sherlock
,,NNS,holmes
Party of Five,SENTENCE  #503,CD,5
,,NNS,siblings
,,VBP,raise
,,DT,each
,,JJ,other
,,VBG,following
,,PRP$,their
,,NNS,parents
,,RB,untimely
,,NNS,deaths
Lilyhammer,SENTENCE  #504,DT,a
,,JJ,new
,,NN,york
,,NN,mobster
,,VBZ,goes
,,IN,into
,,VBG,hiding
,,IN,in
,,JJ,rural
,,NN,lillehammer
,,IN,in
,,RB,norway
,,IN,after
,,VBG,testifying
,,IN,against
,,PRP$,his
,,JJ,former
,,NNS,associates
Frontier,SENTENCE  #505,VBZ,follows
,,NN,declan
,,VBD,harp
,,DT,a
,,JJ,half
,,JJ,irish
,,NN,half
,,JJ,cree
,,JJ,native
,,JJ,canadian
,,NN,outlaw
,,WP,who
,,VBZ,is
,,VBG,campaigning
,,TO,to
,,VB,breach
,,DT,the
,,NN,hudson
,,VBD,s
,,JJ,bay
,,NN,company
,,VBZ,s
,,NN,monopoly
,,IN,on
,,DT,the
,,JJ,fur
,,NN,trade
,,IN,in
,,NN,canada
El Cartel de los Sapos - El Origen,SENTENCE  #506,IN,in
,,NN,cali
,,IN,during
,,DT,the
,,CD,60s
,,CC,and
,,CD,70s
,,CD,two
,,NNS,brothers
,,VBP,juggle
,,NN,family
,,NN,romance
,,CC,and
,,DT,the
,,JJ,joint
,,NN,pursuit
,,IN,of
,,DT,a
,,VBG,burning
,,NN,ambition
,,TO,to
,,VB,rule
,,JJ,colombia
,,JJ,s
,,NN,drug
,,NN,industry
Rampage,SENTENCE  #507,WRB,when
,,CD,three
,,JJ,different
,,NNS,animals
,,VBP,become
,,VBN,infected
,,IN,with
,,DT,a
,,JJ,dangerous
,,NN,pathogen
,,DT,a
,,NN,primatologist
,,CC,and
,,DT,a
,,NN,geneticist
,,NN,team
,,RB,up
,,TO,to
,,VB,stop
,,PRP,them
,,IN,from
,,VBG,destroying
,,NN,chicago
The Croods,SENTENCE  #508,IN,after
,,PRP$,their
,,NN,cave
,,VBZ,is
,,VBN,destroyed
,,DT,a
,,JJ,caveman
,,NN,family
,,MD,must
,,VB,trek
,,IN,through
,,DT,an
,,JJ,unfamiliar
,,JJ,fantastical
,,NN,world
,,IN,with
,,DT,the
,,NN,help
,,IN,of
,,DT,an
,,JJ,inventive
,,NN,boy
Safe,SENTENCE  #509,IN,after
,,PRP$,his
,,NN,teenage
,,NN,daughter
,,VBZ,goes
,,VBG,missing
,,DT,a
,,VBN,widowed
,,NN,surgeon
,,VBZ,begins
,,VBG,uncovering
,,JJ,dark
,,NNS,secrets
,,IN,of
,,DT,the
,,NNS,people
,,VBP,closest
,,TO,to
,,PRP,him
The Firm,SENTENCE  #510,DT,a
,,JJ,young
,,NN,lawyer
,,VBZ,joins
,,DT,a
,,JJ,prestigious
,,NN,law
,,NN,firm
,,RB,only
,,TO,to
,,VB,discover
,,IN,that
,,PRP,it
,,VBZ,has
,,DT,a
,,NN,sinister
,,JJ,dark
,,NN,side
Fauda,SENTENCE  #511,DT,the
,,JJ,human
,,NNS,stories
,,IN,on
,,DT,both
,,NNS,sides
,,IN,of
,,DT,the
,,JJ,israel
,,NN,palestine
,,NN,conflict
The Clovehitch Killer,SENTENCE  #512,DT,a
,,NN,picture
,,JJ,perfect
,,NN,family
,,VBZ,is
,,VBN,shattered
,,WRB,when
,,DT,the
,,NN,work
,,IN,of
,,DT,a
,,JJ,serial
,,NN,killer
,,NNS,hits
,,RB,too
,,RB,close
,,TO,to
,,NN,home
Serebryanye konki,SENTENCE  #513,DT,the
,,JJ,20th
,,NN,century
,,VBZ,is
,,RB,just
,,IN,around
,,DT,the
,,NN,corner
,,IN,in
,,NN,winter
,,NN,st
,,NN,petersburg
,,VBZ,transforms
,,IN,into
,,DT,a
,,JJ,fairy
,,NN,tale
,,IN,like
,,NN,wonderland
,,WRB,where
,,JJ,frozen
,,NNS,rivers
,,CC,and
,,NNS,canals
,,VBP,serve
,,IN,as
,,DT,the
,,VBN,iced
,,IN,over
,,NNS,roads
,,CC,and
,,JJ,bustle
,,VBP,see
,,JJ,full
,,NN,summary
The Last Dance,SENTENCE  #514,VBG,charting
,,DT,the
,,NN,rise
,,IN,of
,,DT,the
,,CD,1990
,,NN,s
,,NN,chicago
,,NNS,bulls
,,VBN,led
,,IN,by
,,NN,michael
,,NN,jordan
,,CD,one
,,IN,of
,,DT,the
,,RBS,most
,,JJ,notable
,,NNS,dynasties
,,IN,in
,,NNS,sports
,,NN,history
Death Wish,SENTENCE  #515,NN,dr
,,NN,paul
,,NN,kersey
,,VBZ,is
,,DT,an
,,JJ,experienced
,,NN,trauma
,,NN,surgeon
,,DT,a
,,NN,man
,,WP,who
,,VBZ,has
,,VBN,spent
,,PRP$,his
,,NN,life
,,VBG,saving
,,NNS,lives
,,IN,after
,,DT,an
,,NN,attack
,,IN,on
,,PRP$,his
,,NN,family
,,NN,paul
,,NN,embarks
,,IN,on
,,PRP$,his
,,JJ,own
,,NN,mission
,,IN,for
,,NN,justice
We Can Be Heroes,SENTENCE  #516,WRB,when
,,JJ,alien
,,NNS,invaders
,,VBP,capture
,,DT,the
,,NN,earth
,,NN,s
,,VBP,superheroes
,,PRP$,their
,,NNS,kids
,,MD,must
,,VB,learn
,,TO,to
,,VB,work
,,RB,together
,,TO,to
,,VB,save
,,PRP$,their
,,NNS,parents
,,CC,and
,,DT,the
,,NN,planet
The Blues Brothers,SENTENCE  #517,NN,jake
,,NNS,blues
,,RB,just
,,VBN,released
,,IN,from
,,NN,prison
,,VBZ,puts
,,RB,together
,,PRP$,his
,,JJ,old
,,NN,band
,,TO,to
,,VB,save
,,DT,the
,,NN,catholic
,,NN,home
,,WRB,where
,,PRP,he
,,CC,and
,,PRP$,his
,,NN,brother
,,NN,elwood
,,VBD,were
,,VBN,raised
The Highwaymen,SENTENCE  #518,DT,the
,,JJ,untold
,,JJ,TRUE
,,NN,story
,,IN,of
,,DT,the
,,JJ,legendary
,,NNS,detectives
,,WP,who
,,VBD,brought
,,RB,down
,,NN,bonnie
,,CC,and
,,NN,clyde
Unknown,SENTENCE  #519,WRB,when
,,DT,a
,,NN,man
,,VBZ,awakens
,,IN,from
,,DT,a
,,NN,coma
,,RB,only
,,TO,to
,,VB,discover
,,DT,that
,,NN,someone
,,VBZ,has
,,VBN,taken
,,IN,on
,,PRP$,his
,,NN,identity
,,PRP,he
,,VBZ,teams
,,RP,up
,,IN,with
,,DT,a
,,JJ,young
,,NN,woman
,,TO,to
,,VB,prove
,,WP,who
,,PRP,he
,,VBZ,is
Father of the Bride Part 3 (ish),SENTENCE  #520,RB,twenty
,,CD,five
,,NNS,years
,,IN,after
,,DT,the
,,JJ,second
,,NN,movie
,,NN,s
,,NN,release
,,DT,the
,,NNS,banks
,,NN,family
,,VBD,gathered
,,RB,together
,,IN,for
,,DT,a
,,NN,zoom
,,NN,call
,,CC,and
,,DT,a
,,RB,very
,,JJ,special
,,NN,wedding
,,JJ,related
,,NN,announcement
Somos.,SENTENCE  #521,DT,the
,,NNS,lives
,,IN,of
,,DT,the
,,NNS,people
,,IN,of
,,NN,allende
,,DT,a
,,JJ,mexican
,,NN,border
,,NN,town
,,VBP,are
,,VBN,overtaken
,,IN,by
,,DT,a
,,JJ,powerful
,,NN,cartel
,,NN,s
,,NNS,operations
,,VBG,leading
,,TO,to
,,VB,tragedy
,,VBN,inspired
,,IN,by
,,JJ,TRUE
,,NNS,events
Hunt for the Wilderpeople,SENTENCE  #522,DT,a
,,JJ,national
,,NN,manhunt
,,VBZ,is
,,VBN,ordered
,,IN,for
,,DT,a
,,JJ,rebellious
,,NN,kid
,,CC,and
,,PRP$,his
,,JJ,foster
,,NN,uncle
,,WP,who
,,VBP,go
,,VBG,missing
,,IN,in
,,DT,the
,,JJ,wild
,,JJ,new
,,NN,zealand
,,NN,bush
Eliza Graves,SENTENCE  #523,DT,an
,,NN,oxford
,,NN,graduate
,,VBZ,takes
,,RP,up
,,DT,a
,,NN,job
,,IN,in
,,DT,a
,,JJ,mental
,,NN,asylum
,,RB,only
,,TO,to
,,VB,discover
,,IN,that
,,DT,the
,,JJ,revolutionary
,,JJ,new
,,NNS,treatments
,,VBP,are
,,JJ,inhumane
,,CC,and
,,IN,that
,,EX,there
,,VBZ,is
,,JJR,more
,,VBG,going
,,IN,on
,,IN,than
,,NNS,meets
,,DT,the
,,NN,eye
Shin seiki evangerion,SENTENCE  #524,DT,a
,,NN,teenage
,,NN,boy
,,VBZ,finds
,,PRP,himself
,,VBN,recruited
,,IN,as
,,DT,a
,,NN,member
,,IN,of
,,DT,an
,,JJ,elite
,,NN,team
,,IN,of
,,NNS,pilots
,,IN,by
,,PRP$,his
,,NN,father
Monty Python and the Holy Grail,SENTENCE  #525,VBG,king
,,NN,arthur
,,CC,and
,,PRP$,his
,,NNS,knights
,,IN,of
,,DT,the
,,NN,round
,,JJ,table
,,NN,embark
,,IN,on
,,DT,a
,,JJ,surreal
,,JJ,low
,,NN,budget
,,NN,search
,,IN,for
,,DT,the
,,JJ,holy
,,NN,grail
,,VBG,encountering
,,JJ,many
,,RB,very
,,RB,silly
,,NNS,obstacles
Unorthodox,SENTENCE  #526,NN,story
,,IN,of
,,DT,a
,,JJ,young
,,JJ,ultra
,,JJ,orthodox
,,JJ,jewish
,,NN,woman
,,WP,who
,,VBZ,flees
,,PRP$,her
,,JJ,arranged
,,NN,marriage
,,CC,and
,,JJ,religious
,,NN,community
,,TO,to
,,VB,start
,,DT,a
,,JJ,new
,,NN,life
,,RB,abroad
What Happened to Monday,SENTENCE  #527,IN,in
,,DT,a
,,NN,world
,,WRB,where
,,NNS,families
,,VBP,are
,,VBN,limited
,,TO,to
,,CD,one
,,NN,child
,,JJ,due
,,TO,to
,,VB,overpopulation
,,DT,a
,,NN,set
,,IN,of
,,JJ,identical
,,NNS,septuplets
,,MD,must
,,VB,avoid
,,VBG,being
,,VBN,put
,,TO,to
,,DT,a
,,JJ,long
,,NN,sleep
,,IN,by
,,DT,the
,,NN,government
,,CC,and
,,JJ,dangerous
,,VBG,infighting
,,IN,while
,,VBG,investigating
,,DT,the
,,NN,disappearance
,,IN,of
,,CD,one
,,IN,of
,,PRP$,their
,,JJ,own
The Society,SENTENCE  #528,WRB,when
,,NN,everyone
,,RB,else
,,RB,mysteriously
,,NNS,vanishes
,,IN,from
,,PRP$,their
,,JJ,wealthy
,,NN,town
,,DT,the
,,JJ,teen
,,NNS,residents
,,IN,of
,,JJ,west
,,NN,ham
,,MD,must
,,VB,forge
,,PRP$,their
,,JJ,own
,,NN,society
,,TO,to
,,VB,survive
12 Monkeys,SENTENCE  #529,VBZ,follows
,,DT,the
,,NN,journey
,,IN,of
,,DT,a
,,NN,time
,,NN,traveler
,,IN,from
,,DT,the
,,NN,post
,,JJ,apocalyptic
,,NN,future
,,WP,who
,,VBZ,appears
,,IN,in
,,JJ,present
,,NN,day
,,IN,on
,,DT,a
,,NN,mission
,,TO,to
,,VB,locate
,,CC,and
,,VB,eradicate
,,DT,the
,,NN,source
,,IN,of
,,DT,a
,,JJ,deadly
,,NN,plague
,,WDT,that
,,MD,will
,,RB,nearly
,,VB,destroy
,,DT,the
,,JJ,human
,,NN,race
Dirk Gently's Holistic Detective Agency,SENTENCE  #530,JJ,holistic
,,NN,detective
,,NN,dirk
,,RB,gently
,,VBZ,investigates
,,NNS,cases
,,VBG,involving
,,DT,the
,,JJ,supernatural
The Best of Enemies,SENTENCE  #531,JJ,civil
,,NNS,rights
,,VBP,activist
,,JJ,ann
,,NN,atwater
,,VBZ,faces
,,RP,off
,,IN,against
,,NN,c
,,NN,p
,,NN,ellis
,,VBD,exalted
,,NNS,cyclops
,,IN,of
,,DT,the
,,NN,ku
,,NN,klux
,,NN,klan
,,IN,in
,,CD,1971
,,JJ,durham
,,JJ,north
,,NN,carolina
,,IN,over
,,DT,the
,,NN,issue
,,IN,of
,,NN,school
,,NN,integration
Sword Art Online,SENTENCE  #532,IN,in
,,DT,the
,,NN,year
,,CD,2022
,,NNS,thousands
,,IN,of
,,NNS,people
,,VBP,get
,,VBN,trapped
,,IN,in
,,DT,a
,,JJ,new
,,JJ,virtual
,,NN,mmorpg
,,CC,and
,,DT,the
,,NN,lone
,,NN,wolf
,,NN,player
,,NN,kirito
,,VBZ,works
,,TO,to
,,VB,escape
His House,SENTENCE  #533,DT,a
,,JJ,refugee
,,NN,couple
,,VBZ,makes
,,DT,a
,,JJ,harrowing
,,NN,escape
,,IN,from
,,NN,war
,,VBN,torn
,,JJ,south
,,NNS,sudan
,,CC,but
,,RB,then
,,PRP,they
,,VBP,struggle
,,TO,to
,,VB,adjust
,,TO,to
,,PRP$,their
,,JJ,new
,,NN,life
,,IN,in
,,DT,an
,,JJ,english
,,NN,town
,,WDT,that
,,VBZ,has
,,DT,an
,,JJ,evil
,,NN,lurking
,,IN,beneath
,,DT,the
,,NN,surface
Troy: Fall of a City,SENTENCE  #534,VBZ,retells
,,DT,the
,,NN,story
,,IN,of
,,DT,the
,,CD,10
,,NN,year
,,NN,siege
,,IN,of
,,NN,troy
,,WDT,which
,,VBD,occurred
,,IN,in
,,DT,the
,,CD,12
,,CC,or
,,JJ,13th
,,NN,century
,,NN,bc
Impractical Jokers,SENTENCE  #535,NN,q
,,NN,sal
,,NN,joe
,,CC,and
,,NN,murr
,,VBP,are
,,JJ,real
,,NN,life
,,JJS,best
,,NNS,friends
,,WP,who
,,VBP,love
,,VBG,challenging
,,DT,each
,,JJ,other
,,TO,to
,,DT,the
,,RBS,most
,,JJ,outrageous
,,NNS,dares
,,CC,and
,,NNS,stunts
,,RB,ever
,,VBN,caught
,,IN,on
,,NN,hidden
,,NN,camera
Unbreakable Kimmy Schmidt,SENTENCE  #536,DT,a
,,NN,woman
,,VBZ,is
,,VBN,rescued
,,IN,from
,,DT,a
,,NN,doomsday
,,NN,cult
,,CC,and
,,VBZ,starts
,,NN,life
,,RP,over
,,RB,again
,,IN,in
,,JJ,new
,,NN,york
,,NN,city
The Harder They Fall,SENTENCE  #537,WRB,when
,,DT,an
,,NN,outlaw
,,VBZ,discovers
,,PRP$,his
,,NN,enemy
,,VBZ,is
,,VBG,being
,,VBN,released
,,IN,from
,,NN,prison
,,PRP,he
,,VBZ,reunites
,,PRP$,his
,,NN,gang
,,TO,to
,,VB,seek
,,NN,revenge
,,IN,in
,,DT,this
,,JJ,western
Atomic Blonde,SENTENCE  #538,DT,an
,,JJ,undercover
,,NN,mi6
,,NN,agent
,,VBZ,is
,,VBN,sent
,,TO,to
,,VB,berlin
,,IN,during
,,DT,the
,,JJ,cold
,,NN,war
,,TO,to
,,VB,investigate
,,DT,the
,,NN,murder
,,IN,of
,,DT,a
,,JJ,fellow
,,NN,agent
,,CC,and
,,VB,recover
,,DT,a
,,JJ,missing
,,NN,list
,,IN,of
,,JJ,double
,,NNS,agents
Rango,SENTENCE  #539,NN,rango
,,VBZ,is
,,DT,an
,,JJ,ordinary
,,NN,chameleon
,,WP,who
,,RB,accidentally
,,VBZ,winds
,,RP,up
,,IN,in
,,DT,the
,,NN,town
,,IN,of
,,NN,dirt
,,DT,a
,,NN,lawless
,,NN,outpost
,,IN,in
,,DT,the
,,JJ,wild
,,NN,west
,,IN,in
,,JJ,desperate
,,NN,need
,,IN,of
,,DT,a
,,JJ,new
,,NN,sheriff
The Defenders,SENTENCE  #540,VB,set
,,DT,a
,,JJ,few
,,NNS,months
,,IN,after
,,DT,the
,,NNS,events
,,IN,of
,,DT,the
,,JJ,second
,,NN,season
,,IN,of
,,NN,daredevil
,,CC,and
,,DT,a
,,NN,month
,,IN,after
,,DT,the
,,NNS,events
,,IN,of
,,NN,iron
,,VBP,fist
,,DT,the
,,NNS,vigilantes
,,VBP,daredevil
,,NN,jessica
,,NNS,jones
,,JJ,luke
,,NN,cage
,,CC,and
,,NN,iron
,,NN,fist
,,NN,team
,,RB,up
,,IN,in
,,JJ,new
,,NN,york
,,NN,city
,,TO,to
,,VB,fight
,,DT,a
,,JJ,common
,,NN,enemy
,,DT,the
,,NN,hand
The Lucky One,SENTENCE  #541,DT,a
,,JJ,marine
,,NNS,travels
,,TO,to
,,VB,louisiana
,,IN,after
,,VBG,serving
,,CD,three
,,NNS,tours
,,IN,in
,,NN,iraq
,,CC,and
,,NNS,searches
,,IN,for
,,DT,the
,,JJ,unknown
,,NN,woman
,,PRP,he
,,VBZ,believes
,,VBD,was
,,PRP$,his
,,JJ,good
,,NN,luck
,,NN,charm
,,IN,during
,,DT,the
,,NN,war
Hush,SENTENCE  #542,DT,a
,,NN,deaf
,,CC,and
,,JJ,mute
,,NN,writer
,,WP,who
,,VBD,retreated
,,IN,into
,,DT,the
,,NNS,woods
,,TO,to
,,VB,live
,,DT,a
,,JJ,solitary
,,NN,life
,,MD,must
,,VB,fight
,,IN,for
,,PRP$,her
,,NN,life
,,IN,in
,,NN,silence
,,WRB,when
,,DT,a
,,VBN,masked
,,NN,killer
,,VBZ,appears
,,IN,at
,,PRP$,her
,,NN,window
The Order,SENTENCE  #543,IN,out
,,TO,to
,,VB,avenge
,,PRP$,his
,,NN,mother
,,VBD,s
,,NN,death
,,DT,a
,,NN,college
,,NN,student
,,VBZ,pledges
,,TO,to
,,DT,a
,,JJ,secret
,,NN,order
,,CC,and
,,VBZ,lands
,,IN,in
,,DT,a
,,NN,war
,,IN,between
,,NNS,werewolves
,,CC,and
,,NNS,practitioners
,,IN,of
,,JJ,dark
,,NN,magic
Santa Clarita Diet,SENTENCE  #544,NN,sheila
,,CC,and
,,NN,joel
,,VBP,are
,,JJ,married
,,JJ,real
,,NN,estate
,,NNS,agents
,,IN,in
,,NN,santa
,,NN,clarita
,,NN,california
,,WRB,when
,,NN,sheila
,,VBZ,dies
,,PRP$,their
,,NNS,lives
,,VBP,take
,,DT,a
,,NN,dark
,,NN,turn
Hillbilly Elegy,SENTENCE  #545,DT,an
,,JJ,urgent
,,NN,phone
,,NN,call
,,VBZ,pulls
,,DT,a
,,NN,yale
,,NN,law
,,NN,student
,,RB,back
,,TO,to
,,PRP$,his
,,NN,ohio
,,NN,hometown
,,WRB,where
,,PRP,he
,,VBZ,reflects
,,IN,on
,,CD,three
,,NNS,generations
,,IN,of
,,NN,family
,,NN,history
,,CC,and
,,PRP$,his
,,JJ,own
,,NN,future
Insatiable,SENTENCE  #546,DT,a
,,JJ,disgraced
,,VBN,dissatisfied
,,JJ,civil
,,NN,lawyer
,,VBD,turned
,,JJ,beauty
,,JJ,pageant
,,NN,coach
,,VBZ,takes
,,IN,on
,,DT,a
,,JJ,vengeful
,,JJ,bullied
,,NN,teenager
,,IN,as
,,PRP$,his
,,NN,client
,,CC,and
,,VBZ,has
,,DT,no
,,NN,idea
,,WP,what
,,PRP,he
,,VBZ,s
,,IN,about
,,TO,to
,,VB,unleash
,,IN,upon
,,DT,the
,,NN,world
Spy Kids,SENTENCE  #547,VBG,using
,,JJ,high
,,JJ,tech
,,NNS,gadgets
,,CD,two
,,NNS,kids
,,VBP,have
,,TO,to
,,VB,save
,,PRP$,their
,,VBN,reactivated
,,IN,oss
,,JJ,top
,,NN,spy
,,NNS,parents
,,WRB,when
,,PRP,they
,,VBP,re
,,VBN,taken
,,IN,by
,,DT,an
,,JJ,evil
,,JJ,high
,,NN,tech
,,NN,enemy
The Boondocks,SENTENCE  #548,NNS,adventures
,,IN,of
,,CD,two
,,NNS,boys
,,NN,riley
,,CC,and
,,JJ,huey
,,NN,freeman
,,WP,who
,,VBP,undergo
,,DT,a
,,NN,culture
,,NN,clash
,,WRB,when
,,PRP,they
,,VBP,move
,,IN,from
,,NN,chicago
,,TO,to
,,DT,the
,,NNS,suburbs
,,TO,to
,,VB,live
,,IN,with
,,PRP$,their
,,NN,grandfather
White House Down,SENTENCE  #549,IN,while
,,IN,on
,,DT,a
,,NN,tour
,,IN,of
,,DT,the
,,JJ,white
,,NN,house
,,IN,with
